,Reason1,Reason2,Reason3,Reason4,Month Value,Day of Week,Date,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
665,0,0,0,1,4,4,2018-04-13,235,11,37,246.28799999999998,29,1,1,1,8
666,0,0,0,1,4,4,2018-04-13,179,26,30,246.28799999999998,19,1,0,0,2
667,0,0,1,0,4,0,2018-04-16,225,26,28,246.28799999999998,24,0,1,2,8
668,0,1,0,0,4,1,2018-04-17,235,16,32,246.28799999999998,25,1,0,0,3
669,0,0,0,1,4,4,2018-04-20,179,26,30,246.28799999999998,19,1,0,0,2
670,0,0,0,1,4,1,2018-04-24,155,12,34,246.28799999999998,25,0,2,0,4
671,0,0,1,0,4,3,2018-04-26,225,26,28,246.28799999999998,24,0,1,2,8
672,1,0,0,0,4,3,2018-04-26,118,13,50,246.28799999999998,31,0,1,0,2
673,0,0,0,1,4,4,2018-04-27,179,26,30,246.28799999999998,19,1,0,0,2
674,0,0,0,1,5,0,2018-05-07,235,11,37,237.65599999999998,29,1,1,1,8
675,0,0,1,0,5,2,2018-05-09,225,15,41,237.65599999999998,28,1,2,2,3
676,0,0,0,1,5,2,2018-05-09,235,16,32,237.65599999999998,25,1,0,0,2
677,1,0,0,0,5,2,2018-05-09,118,10,37,237.65599999999998,28,0,0,0,3
678,0,0,0,1,5,2,2018-05-09,235,20,43,237.65599999999998,38,0,1,0,8
679,1,0,0,0,5,3,2018-05-10,179,26,30,237.65599999999998,19,1,0,0,1
680,0,0,0,1,5,3,2018-05-10,291,31,40,237.65599999999998,25,0,1,1,2
681,1,0,0,0,5,3,2018-05-10,225,15,41,237.65599999999998,28,1,2,2,8
682,0,0,1,0,5,4,2018-05-11,300,26,43,237.65599999999998,25,0,2,1,64
683,0,0,0,1,5,4,2018-05-11,225,15,41,237.65599999999998,28,1,2,2,8
684,0,0,0,1,5,4,2018-05-11,179,26,30,237.65599999999998,19,1,0,0,2
685,0,0,0,1,5,0,2018-05-14,118,13,50,237.65599999999998,31,0,1,0,2
686,1,0,0,0,5,1,2018-05-15,118,13,50,237.65599999999998,31,0,1,0,3
687,0,0,0,1,5,1,2018-05-15,118,10,37,237.65599999999998,28,0,0,0,1
688,0,0,0,0,5,1,2018-05-15,118,13,50,237.65599999999998,31,0,1,0,0
689,0,0,0,1,5,2,2018-05-16,179,26,30,237.65599999999998,19,1,0,0,2
690,0,0,0,0,5,2,2018-05-16,378,49,36,237.65599999999998,21,0,2,4,0
691,0,1,0,0,5,4,2018-05-18,179,22,40,237.65599999999998,22,1,2,0,1
692,1,0,0,0,5,0,2018-05-21,155,12,34,237.65599999999998,25,0,2,0,48
693,1,0,0,0,5,0,2018-05-21,235,16,32,237.65599999999998,25,1,0,0,8
694,0,0,0,1,5,2,2018-05-23,291,31,40,237.65599999999998,25,0,1,1,8
695,1,0,0,0,5,2,2018-05-23,179,22,40,237.65599999999998,22,1,2,0,8
696,1,0,0,0,5,2,2018-05-23,225,26,28,237.65599999999998,24,0,1,2,3
697,1,0,0,0,5,3,2018-05-24,330,16,28,237.65599999999998,25,1,0,0,8
698,0,0,0,1,5,3,2018-05-24,235,16,32,237.65599999999998,25,1,0,0,2
699,0,0,0,1,5,3,2018-05-31,291,31,40,237.65599999999998,25,0,1,1,2
